NAME	SIZE	ES	NES	NOM_p-val	FDR_q-val	FWER_p-val	RANK_AT_MAX	LEADING_EDGE			
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	16	0.51110315	1.2544476	0.17269076	0.8199058	1	2142	"tags=38%,"	"list=20%,"	signal=47%	
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	22	0.47466204	1.2342849	0.17254902	0.82028526	1	1566	"tags=32%,"	"list=15%,"	signal=37%	
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	45	0.4033992	1.2497498	0.125	0.8205148	1	1129	"tags=13%,"	"list=11%,"	signal=15%	
GOBP_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	82	0.33442143	1.2304465	0.1557377	0.8205795	1	2178	"tags=22%,"	"list=21%,"	signal=27%	
GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	22	0.4161937	1.2347226	0.20833333	0.82076067	1	2758	"tags=32%,"	"list=26%,"	signal=43%	
GOBP_BILE_ACID_METABOLIC_PROCESS	21	0.4809541	1.2319963	0.16955684	0.8209918	1	934	"tags=24%,"	"list=9%,"	signal=26%	
GOBP_STARTLE_RESPONSE	18	0.5743051	1.2357143	0.196	0.821308	1	818	"tags=22%,"	"list=8%,"	signal=24%	
GOBP_ENDOCRINE_SYSTEM_DEVELOPMENT	80	0.43396598	1.2351528	0.15869981	0.821392	1	2091	"tags=33%,"	"list=20%,"	signal=40%	
GOBP_BASEMENT_MEMBRANE_ORGANIZATION	21	0.49098122	1.2437673	0.19140625	0.8213943	1	1568	"tags=29%,"	"list=15%,"	signal=33%	
GOBP_REGULATION_OF_CILIUM_MOVEMENT	23	0.5048253	1.2270277	0.18235295	0.8221764	1	1586	"tags=35%,"	"list=15%,"	signal=41%	
GOBP_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II_PROMOTER	72	0.30668685	1.2333249	0.2004008	0.8222894	1	3034	"tags=25%,"	"list=29%,"	signal=35%	
GOBP_REGULATION_OF_PLASMINOGEN_ACTIVATION	15	0.57278335	1.2360173	0.16367266	0.82242924	1	800	"tags=27%,"	"list=8%,"	signal=29%	
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	146	0.33578455	1.244079	0.12307692	0.8224701	1	2095	"tags=19%,"	"list=20%,"	signal=24%	
GOBP_CELLULAR_IRON_ION_HOMEOSTASIS	37	0.43635714	1.2544781	0.12962963	0.82256335	1	2831	"tags=46%,"	"list=27%,"	signal=62%	
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY	215	0.37159795	1.2825354	0.07644628	0.82260525	1	1262	"tags=15%,"	"list=12%,"	signal=17%	
GOBP_PURINE_NUCLEOSIDE_METABOLIC_PROCESS	19	0.5186743	1.3021432	0.146	0.8228325	1	2052	"tags=26%,"	"list=19%,"	signal=33%	
GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	25	0.5120441	1.3715497	0.08267716	0.8228727	1	2646	"tags=40%,"	"list=25%,"	signal=53%	
GOBP_SPINAL_CORD_DEVELOPMENT	60	0.482486	1.2498084	0.19544592	0.8229663	1	3246	"tags=45%,"	"list=31%,"	signal=65%	
GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING	15	0.51465267	1.2364331	0.24756335	0.8230013	1	3787	"tags=53%,"	"list=36%,"	signal=83%	
GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	146	0.28243256	1.3207163	0.07936508	0.8230229	1	2769	"tags=22%,"	"list=26%,"	signal=29%	
GOBP_POLYOL_CATABOLIC_PROCESS	15	0.44014788	1.2320898	0.12394958	0.8230368	1	1564	"tags=33%,"	"list=15%,"	signal=39%	
GOBP_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT	31	0.48272282	1.2639463	0.1392157	0.82303804	1	1586	"tags=29%,"	"list=15%,"	signal=34%	
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	70	0.38890108	1.2474393	0.09146342	0.8231892	1	1264	"tags=21%,"	"list=12%,"	signal=24%	
GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	422	0.316307	1.2480309	0.028462999	0.82321066	1	1851	"tags=20%,"	"list=17%,"	signal=23%	
GOBP_CELLULAR_RESPIRATION	154	0.34398675	1.24564	0.14227642	0.8232851	1	1691	"tags=21%,"	"list=16%,"	signal=24%	
GOBP_SPECIFICATION_OF_SYMMETRY	84	0.44389725	1.2816772	0.078350514	0.8234967	1	1044	"tags=21%,"	"list=10%,"	signal=24%	
GOBP_MITOCHONDRIAL_FISSION	28	0.42559457	1.2368236	0.2107438	0.82372236	1	236	"tags=7%,"	"list=2%,"	signal=7%	
GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION	25	0.48045117	1.3189456	0.1437008	0.82407135	1	1304	"tags=16%,"	"list=12%,"	signal=18%	
GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	139	0.3773474	1.2547033	0.0859375	0.8243514	1	2086	"tags=27%,"	"list=20%,"	signal=34%	
GOBP_SPROUTING_ANGIOGENESIS	90	0.43416727	1.3172076	0.075581394	0.824405	1	1823	"tags=32%,"	"list=17%,"	signal=39%	
GOBP_MITOTIC_METAPHASE_PLATE_CONGRESSION	40	0.4206452	1.2441438	0.138	0.824816	1	719	"tags=15%,"	"list=7%,"	signal=16%	
GOBP_REGULATION_OF_VASCULAR_PERMEABILITY	35	0.45661667	1.2623403	0.15882353	0.8249269	1	997	"tags=20%,"	"list=9%,"	signal=22%	
GOBP_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	19	0.44496432	1.24586	0.12830958	0.8249662	1	990	"tags=16%,"	"list=9%,"	signal=17%	
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	21	0.4476303	1.2321965	0.19274808	0.8250453	1	1454	"tags=19%,"	"list=14%,"	signal=22%	
GOBP_CILIUM_MOVEMENT	105	0.44578877	1.2464595	0.1255144	0.82507706	1	1586	"tags=31%,"	"list=15%,"	signal=37%	
GOBP_REGULATION_OF_OSTEOBLAST_PROLIFERATION	17	0.47056383	1.2402589	0.15944882	0.8252041	1	232	"tags=12%,"	"list=2%,"	signal=12%	
GOBP_VESICLE_COATING	27	0.43154585	1.2799994	0.17813765	0.8252971	1	3650	"tags=41%,"	"list=34%,"	signal=62%	
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_IMPORT	21	0.4684036	1.2640882	0.14800759	0.82531536	1	949	"tags=29%,"	"list=9%,"	signal=31%	
GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	168	0.34907785	1.2499007	0.098790325	0.82532007	1	1262	"tags=14%,"	"list=12%,"	signal=15%	
GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY	32	0.46592095	1.2423675	0.19653179	0.8254728	1	1909	"tags=31%,"	"list=18%,"	signal=38%	
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	17	0.5387928	1.2445801	0.17029703	0.8254996	1	1402	"tags=41%,"	"list=13%,"	signal=47%	
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT	68	0.39442387	1.2369813	0.14112903	0.82554	1	1444	"tags=25%,"	"list=14%,"	signal=29%	
GOBP_GOLGI_VESICLE_TRANSPORT	190	0.26162386	1.2628182	0.1167002	0.82560563	1	1743	"tags=13%,"	"list=16%,"	signal=15%	
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	159	0.3092272	1.2257419	0.13535354	0.8257059	1	2422	"tags=29%,"	"list=23%,"	signal=37%	
GOBP_SEQUESTERING_OF_METAL_ION	16	0.62401825	1.3763189	0.08634538	0.82584393	1	1568	"tags=44%,"	"list=15%,"	signal=51%	
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	33	0.45928746	1.3194312	0.08924949	0.82591397	1	1597	"tags=21%,"	"list=15%,"	signal=25%	
GOBP_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	28	0.4038652	1.2772425	0.0945946	0.8259262	1	594	"tags=14%,"	"list=6%,"	signal=15%	
GOBP_MODULATION_BY_HOST_OF_SYMBIONT_PROCESS	53	0.42193145	1.2825376	0.115686275	0.8259702	1	1444	"tags=25%,"	"list=14%,"	signal=28%	
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	28	0.48798823	1.237968	0.17087379	0.8259783	1	2418	"tags=43%,"	"list=23%,"	signal=55%	
GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	37	0.46097153	1.279143	0.122	0.82622814	1	2339	"tags=35%,"	"list=22%,"	signal=45%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	23	0.47877488	1.2785153	0.14371258	0.82623357	1	1814	"tags=30%,"	"list=17%,"	signal=37%	
GOBP_ADHERENS_JUNCTION_ORGANIZATION	37	0.3888867	1.3208861	0.16314779	0.8264513	1	3521	"tags=41%,"	"list=33%,"	signal=61%	
GOBP_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY	15	0.50323933	1.3021754	0.17964073	0.82647777	1	2989	"tags=40%,"	"list=28%,"	signal=56%	
GOBP_VASCULAR_TRANSPORT	54	0.3834905	1.2644237	0.115384616	0.82659316	1	1336	"tags=15%,"	"list=13%,"	signal=17%	
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	189	0.33705828	1.2607952	0.070726916	0.8266026	1	1138	"tags=15%,"	"list=11%,"	signal=17%	
GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT	32	0.49180636	1.2764503	0.12941177	0.82672864	1	1140	"tags=28%,"	"list=11%,"	signal=31%	
GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	181	0.32296118	1.240473	0.10909091	0.82684666	1	1636	"tags=15%,"	"list=15%,"	signal=18%	
GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI	57	0.33376798	1.2547231	0.15	0.8271231	1	2043	"tags=21%,"	"list=19%,"	signal=26%	
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	15	0.6452123	1.3174833	0.11764706	0.8272106	1	1507	"tags=33%,"	"list=14%,"	signal=39%	
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS	191	0.31716654	1.2393143	0.11405295	0.827223	1	2422	"tags=29%,"	"list=23%,"	signal=37%	
GOBP_AMYLOID_BETA_METABOLIC_PROCESS	37	0.36353517	1.237151	0.18257262	0.82731956	1	120	"tags=5%,"	"list=1%,"	signal=5%	
GOBP_REGULATION_OF_AMINO_ACID_TRANSPORT	36	0.45117572	1.3697937	0.15009381	0.82740825	1	485	"tags=11%,"	"list=5%,"	signal=12%	
GOBP_HUMORAL_IMMUNE_RESPONSE	83	0.43864757	1.2552545	0.08016032	0.8275239	1	1134	"tags=25%,"	"list=11%,"	signal=28%	
GOBP_DNA_TEMPLATED_DNA_REPLICATION	98	0.40012148	1.2801989	0.092929296	0.8275691	1	2016	"tags=28%,"	"list=19%,"	signal=34%	
GOBP_AMINE_BIOSYNTHETIC_PROCESS	19	0.49131307	1.2408372	0.12601626	0.8275972	1	1658	"tags=47%,"	"list=16%,"	signal=56%	
GOBP_OVARIAN_FOLLICLE_DEVELOPMENT	40	0.48508418	1.3738607	0.06614786	0.82762843	1	1691	"tags=28%,"	"list=16%,"	signal=33%	
GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	87	0.4523407	1.2558109	0.11704312	0.82778525	1	1462	"tags=29%,"	"list=14%,"	signal=33%	
GOBP_LOCOMOTORY_BEHAVIOR	131	0.32528678	1.241329	0.16346154	0.8279155	1	935	"tags=11%,"	"list=9%,"	signal=12%	
GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION	18	0.4581889	1.2599139	0.15	0.82802606	1	800	"tags=11%,"	"list=8%,"	signal=12%	
GOBP_TRABECULA_MORPHOGENESIS	34	0.47431248	1.3716671	0.0546875	0.8281892	1	1593	"tags=24%,"	"list=15%,"	signal=28%	
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	230	0.27819166	1.2774235	0.04901961	0.8283353	1	2934	"tags=29%,"	"list=28%,"	signal=39%	
GOBP_VESICLE_TARGETING_ROUGH_ER_TO_CIS_GOLGI	17	0.48240364	1.2646911	0.21169356	0.8283541	1	3232	"tags=47%,"	"list=30%,"	signal=68%	
GOBP_REGULATION_OF_GLIAL_CELL_PROLIFERATION	23	0.46645322	1.2380081	0.17029703	0.8283602	1	694	"tags=17%,"	"list=7%,"	signal=19%	
GOBP_REPLICATION_FORK_PROCESSING	27	0.40571055	1.238551	0.10671937	0.82836825	1	2016	"tags=19%,"	"list=19%,"	signal=23%	
GOBP_FLUID_TRANSPORT	19	0.5014667	1.2241278	0.18097015	0.8284194	1	164	"tags=21%,"	"list=2%,"	signal=21%	
GOBP_ENDOCRINE_PANCREAS_DEVELOPMENT	28	0.49973246	1.224623	0.18095239	0.8285239	1	3076	"tags=50%,"	"list=29%,"	signal=70%	
GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	72	0.37643957	1.2826729	0.09361702	0.8287422	1	232	"tags=8%,"	"list=2%,"	signal=8%	
GOBP_LENS_FIBER_CELL_DIFFERENTIATION	23	0.49061653	1.2734311	0.167002	0.8290814	1	1191	"tags=22%,"	"list=11%,"	signal=24%	
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	15	0.56813926	1.2608709	0.16155419	0.8292468	1	1151	"tags=40%,"	"list=11%,"	signal=45%	
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	65	0.38994333	1.2218827	0.13957936	0.82926065	1	2295	"tags=26%,"	"list=22%,"	signal=33%	
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	67	0.30788904	1.3023459	0.11960784	0.829448	1	2710	"tags=19%,"	"list=26%,"	signal=26%	
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS	54	0.3983368	1.2663307	0.12048193	0.82954276	1	2059	"tags=31%,"	"list=19%,"	signal=39%	
GOBP_BILE_ACID_BIOSYNTHETIC_PROCESS	18	0.50689024	1.2223461	0.18867925	0.8295564	1	934	"tags=28%,"	"list=9%,"	signal=30%	
GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	92	0.3338718	1.2582943	0.14931238	0.8301283	1	2711	"tags=25%,"	"list=26%,"	signal=33%	
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION	66	0.36880392	1.2558645	0.1482966	0.83039176	1	1994	"tags=20%,"	"list=19%,"	signal=24%	
GOBP_PROTEIN_TARGETING	200	0.30887115	1.3209518	0.03137255	0.83043116	1	2554	"tags=25%,"	"list=24%,"	signal=32%	
GOBP_AORTA_DEVELOPMENT	37	0.5054483	1.376623	0.08969466	0.83053976	1	1673	"tags=30%,"	"list=16%,"	signal=35%	
GOBP_EXCITATORY_SYNAPSE_ASSEMBLY	15	0.44532666	1.2587287	0.21330725	0.8308938	1	972	"tags=13%,"	"list=9%,"	signal=15%	
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY	35	0.43239725	1.2711016	0.1417004	0.8310031	1	1511	"tags=17%,"	"list=14%,"	signal=20%	
GOBP_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	20	0.5523379	1.3743582	0.09589041	0.83113587	1	904	"tags=15%,"	"list=9%,"	signal=16%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	64	0.36790064	1.3315709	0.09437751	0.83120614	1	2972	"tags=39%,"	"list=28%,"	signal=54%	
GOBP_REGULATION_OF_ENDOCYTOSIS	122	0.3358103	1.2562681	0.11111111	0.8312839	1	382	"tags=7%,"	"list=4%,"	signal=8%	
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	141	0.33093935	1.2647072	0.09109731	0.8313693	1	2056	"tags=19%,"	"list=19%,"	signal=23%	
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	93	0.42608973	1.3680878	0.06584362	0.8313793	1	1190	"tags=17%,"	"list=11%,"	signal=19%	
GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	21	0.5141214	1.2224501	0.17286246	0.8314672	1	1575	"tags=33%,"	"list=15%,"	signal=39%	
GOBP_IRON_ION_HOMEOSTASIS	53	0.4085874	1.2696865	0.11111111	0.83169174	1	2682	"tags=43%,"	"list=25%,"	signal=58%	
GOBP_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION	15	0.6060782	1.3721004	0.06882591	0.83184046	1	1095	"tags=33%,"	"list=10%,"	signal=37%	
GOBP_SPERMATID_DIFFERENTIATION	96	0.45163324	1.273505	0.09756097	0.8319003	1	1410	"tags=26%,"	"list=13%,"	signal=30%	
GOBP_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION	16	0.49202126	1.2715958	0.21095334	0.8319132	1	3540	"tags=31%,"	"list=33%,"	signal=47%	
GOBP_POSITIVE_REGULATION_OF_FOCAL_ADHESION_ASSEMBLY	15	0.5091835	1.2228212	0.23868313	0.83212686	1	225	"tags=13%,"	"list=2%,"	signal=14%	
GOBP_VASCULOGENESIS	50	0.440926	1.2663807	0.1605166	0.83241564	1	841	"tags=16%,"	"list=8%,"	signal=17%	
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL	95	0.3523448	1.3262762	0.07786885	0.8326125	1	2033	"tags=15%,"	"list=19%,"	signal=18%	
GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	26	0.44471473	1.321267	0.075848304	0.832934	1	1789	"tags=27%,"	"list=17%,"	signal=32%	
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	69	0.34495905	1.3229084	0.07436399	0.8329931	1	1994	"tags=19%,"	"list=19%,"	signal=23%	
GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT	36	0.45113343	1.256513	0.14176245	0.83309466	1	2736	"tags=42%,"	"list=26%,"	signal=56%	
GOBP_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY	45	0.42842835	1.3023486	0.10150376	0.8333011	1	1671	"tags=29%,"	"list=16%,"	signal=34%	
GOBP_SEX_DIFFERENTIATION	169	0.3800011	1.2648628	0.07782101	0.8336781	1	2091	"tags=29%,"	"list=20%,"	signal=36%	
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	81	0.31856167	1.3319255	0.088974856	0.83385646	1	2080	"tags=21%,"	"list=20%,"	signal=26%	
GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING	18	0.47728184	1.2743853	0.15631263	0.8339577	1	2675	"tags=28%,"	"list=25%,"	signal=37%	
GOBP_COLLATERAL_SPROUTING	20	0.45182073	1.3146318	0.0998004	0.83399886	1	2386	"tags=30%,"	"list=23%,"	signal=39%	
GOBP_POSITIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	18	0.5606628	1.302922	0.0936255	0.8341174	1	2736	"tags=56%,"	"list=26%,"	signal=75%	
GOBP_POSITIVE_REGULATION_OF_LIPID_STORAGE	15	0.58052397	1.2736932	0.14717741	0.8341744	1	2212	"tags=33%,"	"list=21%,"	signal=42%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	168	0.31152484	1.3770565	0.046092186	0.8342701	1	3199	"tags=33%,"	"list=30%,"	signal=47%	
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	123	0.32749003	1.2197458	0.11462451	0.8344205	1	2145	"tags=20%,"	"list=20%,"	signal=24%	
GOBP_SPERM_MOTILITY	66	0.45599523	1.2567978	0.11764706	0.8346267	1	1410	"tags=29%,"	"list=13%,"	signal=33%	
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	94	0.39248806	1.2665462	0.082	0.8346511	1	1439	"tags=20%,"	"list=14%,"	signal=23%	
GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY	233	0.35871068	1.2697152	0.04238921	0.83476347	1	1493	"tags=21%,"	"list=14%,"	signal=24%	
GOBP_ACTIN_NUCLEATION	38	0.37612236	1.2716421	0.18940938	0.8348242	1	942	"tags=11%,"	"list=9%,"	signal=12%	
GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	34	0.4834135	1.3049829	0.15674603	0.83499706	1	1882	"tags=26%,"	"list=18%,"	signal=32%	
GOBP_NUCLEOTIDE_TRANSPORT	19	0.45381996	1.2683645	0.17635271	0.83513254	1	497	"tags=11%,"	"list=5%,"	signal=11%	
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION	69	0.31941873	1.344122	0.09126984	0.83525425	1	3540	"tags=38%,"	"list=33%,"	signal=56%	
GOBP_POSITIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	24	0.52536476	1.3233033	0.07	0.83532774	1	1338	"tags=29%,"	"list=13%,"	signal=33%	
GOBP_REGULATION_OF_SUPEROXIDE_ANION_GENERATION	16	0.52761436	1.2200613	0.16842106	0.8353513	1	255	"tags=19%,"	"list=2%,"	signal=19%	
GOBP_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION	29	0.48369092	1.2676125	0.18653846	0.83564365	1	594	"tags=14%,"	"list=6%,"	signal=15%	
GOBP_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS	39	0.47798088	1.3660703	0.08167331	0.83612585	1	1665	"tags=33%,"	"list=16%,"	signal=39%	
GOBP_GMP_METABOLIC_PROCESS	17	0.51582706	1.3298671	0.12984496	0.8361671	1	1682	"tags=18%,"	"list=16%,"	signal=21%	
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	23	0.45144287	1.3331152	0.1482966	0.83648884	1	1999	"tags=26%,"	"list=19%,"	signal=32%	
GOBP_KERATINOCYTE_PROLIFERATION	35	0.5071604	1.3263966	0.07214429	0.8365867	1	1909	"tags=34%,"	"list=18%,"	signal=42%	
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	69	0.48679435	1.3213859	0.09626719	0.8366018	1	1925	"tags=29%,"	"list=18%,"	signal=35%	
GOBP_CATECHOLAMINE_SECRETION	49	0.47344315	1.3338921	0.13333334	0.83684564	1	1050	"tags=18%,"	"list=10%,"	signal=20%	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	43	0.42161247	1.3322214	0.090038314	0.8368515	1	1671	"tags=28%,"	"list=16%,"	signal=33%	
GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN	80	0.38976434	1.266687	0.19076306	0.83706367	1	2939	"tags=40%,"	"list=28%,"	signal=55%	
GOBP_RESPONSE_TO_BMP	115	0.43720382	1.3364385	0.052419353	0.83729166	1	1577	"tags=22%,"	"list=15%,"	signal=25%	
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	20	0.53894466	1.3037715	0.12941177	0.83748597	1	231	"tags=10%,"	"list=2%,"	signal=10%	
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	21	0.4110604	1.2170703	0.2027833	0.8376955	1	1977	"tags=29%,"	"list=19%,"	signal=35%	
GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	388	0.3228811	1.3346152	0.024291499	0.83773905	1	2247	"tags=25%,"	"list=21%,"	signal=30%	
GOBP_POSITIVE_REGULATION_OF_AMINO_ACID_TRANSPORT	20	0.69746137	1.5803267	0.051896207	0.8377464	0.991	1633	"tags=30%,"	"list=15%,"	signal=35%	
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	38	0.4521078	1.3029578	0.102970295	0.8378333	1	1135	"tags=24%,"	"list=11%,"	signal=26%	
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	113	0.43035197	1.342702	0.060851928	0.83791834	1	1190	"tags=19%,"	"list=11%,"	signal=21%	
GOBP_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	25	0.52809995	1.3277595	0.076771654	0.8383258	1	1972	"tags=44%,"	"list=19%,"	signal=54%	
GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	17	0.6076777	1.3444649	0.13671875	0.8383869	1	172	"tags=18%,"	"list=2%,"	signal=18%	
GOBP_RNA_3_END_PROCESSING	63	0.3878635	1.3235121	0.09780439	0.8385993	1	2037	"tags=25%,"	"list=19%,"	signal=31%	
GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS	22	0.51347274	1.3050541	0.063917525	0.83860993	1	595	"tags=18%,"	"list=6%,"	signal=19%	
GOBP_LAMELLIPODIUM_ORGANIZATION	51	0.40031785	1.3369305	0.10176125	0.8395507	1	1124	"tags=16%,"	"list=11%,"	signal=17%	
GOBP_MEIOTIC_CHROMOSOME_SEGREGATION	49	0.44609696	1.2176851	0.11857708	0.8395832	1	1850	"tags=33%,"	"list=17%,"	signal=39%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	19	0.4478531	1.3283124	0.13939394	0.8398975	1	1994	"tags=26%,"	"list=19%,"	signal=32%	
GOBP_RESPONSE_TO_PROGESTERONE	27	0.4850332	1.217076	0.20392157	0.84004503	1	1784	"tags=30%,"	"list=17%,"	signal=36%	
GOBP_REPLACEMENT_OSSIFICATION	15	0.56819135	1.3265386	0.1375969	0.84039867	1	1454	"tags=20%,"	"list=14%,"	signal=23%	
GOBP_RAC_PROTEIN_SIGNAL_TRANSDUCTION	32	0.3873719	1.2178924	0.17357002	0.8409353	1	1751	"tags=22%,"	"list=17%,"	signal=26%	
GOBP_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	22	0.55141985	1.3348522	0.107407406	0.8412039	1	1643	"tags=23%,"	"list=16%,"	signal=27%	
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	165	0.36324197	1.3621387	0.053359684	0.84145075	1	2225	"tags=24%,"	"list=21%,"	signal=29%	
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	129	0.36299172	1.3374659	0.04761905	0.8415619	1	2147	"tags=25%,"	"list=20%,"	signal=31%	
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS	240	0.33646142	1.3447987	0.036072146	0.84176064	1	1636	"tags=17%,"	"list=15%,"	signal=19%	
GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY	49	0.45955503	1.3051217	0.092	0.842322	1	1597	"tags=24%,"	"list=15%,"	signal=29%	
GOBP_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	43	0.50650615	1.323666	0.095918365	0.8423335	1	1382	"tags=28%,"	"list=13%,"	signal=32%	
GOBP_PIGMENT_GRANULE_LOCALIZATION	17	0.6983936	1.6275777	0.014028057	0.84283555	0.96	1415	"tags=35%,"	"list=13%,"	signal=41%	
